row_id,query,candidate_1_laptop_id,candidate_1_details,candidate_1_relevant_Y_N,candidate_2_laptop_id,candidate_2_details,candidate_2_relevant_Y_N,candidate_3_laptop_id,candidate_3_details,candidate_3_relevant_Y_N,candidate_4_laptop_id,candidate_4_details,candidate_4_relevant_Y_N,candidate_5_laptop_id,candidate_5_details,candidate_5_relevant_Y_N
25,Laptop with at least 16 GB RAM and a comfortable keyboard,358790,"Schenker Schenker XMG Core 16 VE M25 | $2245 | AMD Ryzen 7 255 8c/16t, 8 x 5.0 GHz AMD Zen 4, 105 W PL2 / Short Burst, 70 W PL1 / Sustained, Hawk Point-H (Zen 4) | NVIDIA GeForce RTX 5060 Laptop - 8 GB VRAM, Core: 1560 MHz, RAM: 1500 MHz, 115 W TDP, GDDR7, ForceWare 591.59, Optimus | 64 GB , 2x 32 GB DDR5-5600, two SO-DIMM slots (both in use) | Samsung 990 Pro 2 TB MZVL72T0HDLB , 2048 GB , NVMe-SSD, two M.2-2280-slots (one empty)",,350249,"Schenker Schenker Key 14 (M24) | $2190 | Intel Core Ultra 7 155H 16c/22t, 6 x 4.8 GHz Intel Redwood Cove P-Core, 8 x 3.8 GHz Intel Crestmont E-Core, 2 x 2.5 GHz Intel Crestmont E-Core, 65 W PL2 / Short Burst, 54 W PL1 / Sustained, Meteor Lake-H | NVIDIA GeForce RTX 4060 Laptop GPU - 8 GB VRAM, Core: 2175 MHz, RAM: 2000 MHz, 100 W TDP ( including 25 W Dynamic Boost), GDDR6, 565.90 | 32 GB , DDR5-5600, 2 slots, max. 96 GB | Samsung 990 Pro 1 TB , 1024 GB , 890 GB free",,352487,"Lenovo Lenovo Yoga 9 14 2in1 G10 | $2550 | Intel Core Ultra 7 258V 8c/8t, 4 x 4.8 GHz Intel Lion Cove P-Core, 4 x 3.7 GHz Intel Skymont E-Core, 37 W PL2 / Short Burst, 30 W PL1 / Sustained, Lunar Lake | Intel Arc Graphics 140V , Core: 1950 MHz, RAM: 2133 MHz, 32.0.101.6326 | 32 GB , LPDDR5x-8533, Dual-Channel, onboard | SK hynix PVC10 HFS001TEM4X182N, 1024 GB , 887 GB free",,327510,"Schenker Schenker Work 15 Tiger Lake-H | $1670 | Intel Core i7-11370H 4c/8t 4 x 3.3 - 4.8 GHz, 44 W PL2 / Short Burst, 35 W PL1 / Sustained, Tiger Lake-H35 | Intel Iris Xe Graphics G7 96EUs | 16 GB , DDR4 3200 MHz 2 x SO-DIMM | Samsung SSD 980 Pro 1TB MZ-V8P1T0BW , 1024 GB , 800 GB free",,338015,"Dell Dell Latitude 3440 | $1100 | Intel Core i5-1345U 10c/12t 10 x 1.2 - 4.7 GHz, 32 W PL2 / Short Burst, 18 W PL1 / Sustained, Raptor Lake-U | Intel Iris Xe Graphics G7 80EUs , Core: 1200 MHz, DDR4, 31.0.101.4255 | 16 GB , SK Hynix, DDR4-3200, Dual-Channel, 2x SODIMM, 19-19-19-43 | Samsung PM9A1 MZVL2512HCJQ , 512 GB",
26,Portable laptop under 1200 USD with a good display,418888,"Asus Asus Zenbook Duo 14 UX482EA-HY777TS | $1060 | Intel Core i7-1165G7 (11th Gen) 4.8 Ghz | Intel Iris Xe 16 GB | 16 GB, LPDDR4X-4266, 4266 MT/s MHz, 1 Slots | SSD: 1 TB",,352639,"Asus Asus VivoBook 18 M1807HA | $930 | AMD Ryzen 7 260 8c/16t, 8 x 5.1 GHz AMD Zen 4, 60 W PL2 / Short Burst, 54 W PL1 / Sustained, Hawk Point-HS (Zen 4) | AMD Radeon 780M - 512 MB VRAM, DDR5, Adrenalin 25.3.1 | 16 GB , soldered, one SO-DIMM slot (empty) | Micron 2500 MTFDKBA512QGN, 512 GB , NVMe-SSD, one M.2 2280 slot (in use)",,415124,"Lenovo Lenovo IdeaPad Pro 5i (83AQ003SIN) | $1050 | Intel Core i7-13700H (13th Gen) 3.4 Ghz | NVIDIA GeForce RTX 3050 16 GB | 16 GB, LPDDR5-5200, 5200 MT/s MHz, 1 Slots | SSD: 512 GB, M.2/Optane",,412516,"Asus Asus ZenBook 13 UX333FA-A7822TS | $960 | Intel Core i7-10510U (10th Gen) 1.8 Ghz | Intel UHD 16 GB | 16 GB, DDR4-2133, 2133 MT/s MHz, 1 Slots | SSD: 1 TB",,352384,"Lenovo Lenovo ThinkPad L13 2in1 G5 21LNS4AM00 | $1160 | Intel Core Ultra 5 125U 12c/14t, 2 x 4.3 GHz Intel Redwood Cove P-Core, 8 x 3.6 GHz Intel Crestmont E-Core, 2 x 2.1 GHz Intel Crestmont E-Core, 42 W PL2 / Short Burst, 15 W PL1 / Sustained, Meteor Lake-P | Intel Graphics 4-Core iGPU (Meteor / Arrow Lake) , Core: 1850 MHz, RAM: 2800 MHz, 32.0.101.6314 | 32 GB , LPDDR5x-6400, Dual-Channel, onboard | Kioxia BG6 KBG6AZNV1T02, 1024 GB , 917 GB free",
27,Gaming laptop with RTX 4060 and 16 GB RAM,340267,"Lenovo Lenovo LOQ 16IRH8 | $1740 | Intel Core i7-13620H 10c/16t, 6 x 4.9 GHz Intel Golden Cove P-Core, 4 x 3.6 GHz Intel Gracemont E-Core, 65 W PL2 / Short Burst, 35 W PL1 / Sustained, Raptor Lake-H | NVIDIA GeForce RTX 4060 Laptop GPU , 115 W TDP, Geforce 537.13, Advanced Optimus | 16 GB , 2x 8 GB SK Hynix DDR5-5600 | Solidigm SSDPFINW512GZL , 512 GB , 460 GB free",,336176,"Asus Asus ROG Flow Z13 GZ301V | $2785 | Intel Core i9-13900H 14c/20t, 6 x 5.4 GHz Intel Golden Cove P-Core, 8 x 4.1 GHz Intel Gracemont E-Core, 65 W PL2 / Short Burst, 35 W PL1 / Sustained, Raptor Lake-H | NVIDIA GeForce RTX 4060 Laptop GPU - 8 GB VRAM, 65 W TDP ( including 15 W Dynamic Boost), Geforce 528.49, Advanced Optimus, MUX | 16 GB , 8GB*2 DDR5-5200 on board, dual channel | WD PC SN740 SDDPTQD-1T00 , 1024 GB , 960 GB free",,412130,"Dell Dell G15 5530 (OGN55301108P01RIN) | $1430 | Intel Core i9 - 13900HX (13th Gen) 5.4 Ghz | NVIDIA GeForce RTX 4060 16 GB | 16 GB, DDR5-4800, 4800 MT/s MHz, 1 Slots | SSD: 1 TB, M.2",,412129,"Dell Dell G15 5535 (OGN553551501RIN) | $1150 | AMD Octa-Core Ryzen 7 - 7840HS 5.1 Ghz | NVIDIA GeForce RTX 4060 16 GB | 16 GB, DDR5-4800, 4800 MT/s MHz, 2 Slots | SSD: 512 GB, M.2",,414474,"Asus Asus TUF Gaming F15 FX507VV-LP487WS | $1080 | Intel Core i7 - 13620H (13th Gen) 4.9 Ghz | NVIDIA GeForce RTX 4060 16 GB | 16 GB, DDR5-4800, 4800 MT/s MHz, 1 Slots | SSD: 1 TB, M.2",
28,Laptop with GTX graphics and at least 512 GB storage,412053,"HP HP Pavilion Gaming 15-EC1512AX (498U8PA) | $780 | AMD Octa Core Ryzen 7 4800H 2.9 Ghz | NVIDIA GeForce GTX 1650 Ti 16 GB | 16 GB, DDR4-3200, 3200 MT/s MHz, 2 Slots | SSD: 256 GB; HDD: 1 TB, 5400 RPM, SATA",,416065,"Dell Dell Inspiron 15 7000 15 7577 (A568502WIN9) | $1150 | Intel Core i7-7700HQ (7th Gen) 2.8 Ghz | NVIDIA GeForce GTX 1060 16 GB | 16 GB, DDR4-2400, 2400 MT/s MHz, 1 Slots | SSD: 256 GB; HDD: 1 TB, 5400 RPM, SATA",,418821,"Dell Dell G7 15 15 7588 (B568105WIN9) | $1300 | Intel Core i7-8750H (8th Gen) 2.2 Ghz | NVIDIA GeForce GTX 1060 16 GB | 16 GB, DDR4-2666, 2666 MT/s MHz, 2 Slots | SSD: 128 GB; HDD: 1 TB, 5400 RPM, SATA",,418973,"Dell Dell G7 15 15 7588 (B568103WIN9) | $1450 | Intel Core i9-8950HK (8th Gen) 2.9 Ghz | NVIDIA GeForce GTX 1060 16 GB | 16 GB, DDR4-2666, 2666 MT/s MHz, 2 Slots | SSD: 128 GB; HDD: 1 TB, 5400 RPM, SATA",,418259,"Asus Asus ROG Zephyrus G15 GA502DU-HN100T | $900 | AMD Octa Core Ryzen 7 3750H 2.3 Ghz | NVIDIA GeForce GTX 1660 Ti with Max-Q Design 16 GB | 16 GB, DDR4-2400, 2400 MT/s MHz, 1 Slots | SSD: 512 GB",
29,Business laptop under 1500 USD that is not Dell,331228,"Dynabook Dynabook Portégé X40-K | $1450 | Intel Core i7-1260P 12c/16t 12 x 1.5 - 4.7 GHz, 39 W PL2 / Short Burst, 28 W PL1 / Sustained, Alder Lake-P | Intel Iris Xe Graphics G7 96EUs , Core: 1400 MHz, RAM: 2667 MHz, DDR4, 30.0.101.1368 | 16 GB , Samsung DDR4-3200, 19-19-19-43, Single-Channel (2x SODIMM) | Samsung PM991 MZVLQ512HBLU, 512 GB",,411797,"Lenovo Lenovo Legion 5i 16IRX9 Gen 9 (83DG00LFIN) | $1500 | Intel Core i7 - 14650HX (14th Gen) 5.2 Ghz Intel HM770 | NVIDIA GeForce RTX 4060 16 GB | 16 GB, DDR5-5600, 5600 MT/s MHz, 1 Slots | SSD: 1 TB, M.2",,313972,"Lenovo Lenovo IdeaPad S740-15IRH | $1500 | Intel Core i7-9750H 6c/12t 6 x 2.6 - 4.5 GHz, Coffee Lake-H | NVIDIA GeForce GTX 1650 Max-Q - 8 GB VRAM, Core: 1245 MHz, GDDR5, 441.87, Optimus | 16 GB , PC4-21300, 1333.3 MHz, 19-19-19-43, Dual-Channel, 2x SODIMM | Samsung SSD PM981 MZVLB512HAJQ, 512 GB",,358970,"Dynabook Dynabook Tecra A60 A65-M | $1300 | AMD Ryzen 7 250 8c/16t, 8 x 5.1 GHz AMD Zen 4, 48 W PL2 / Short Burst, 28 W PL1 / Sustained, Hawk Point-U (Zen 4) | AMD Radeon 780M , Core: 2509 MHz, DDR5, 32.0.22029.9039 | 16 GB , DDR5-5600, Samsung, Single-Channel | Samsung PM9C1 MZVL8512HELU, 512 GB",,416976,"Lenovo Lenovo Yoga Slim 7 Aura Edition 15ILL9 (83HM004NIN) | $1480 | Intel Core Ultra 7 - 258V (Series 2) 4.8 Ghz Intel SoC Platform | Intel Arc 32 GB | 32 GB, LPDDR5X-8533, 8533 MT/s MHz, 1 Slots | SSD: 1 TB, M.2",
30,Linux laptop for programming with at least 16 GB RAM,306211,"Tuxedo Tuxedo Book BU1307 | $1135 | Intel Core i7-8550U 4c/8t 4 x 1.8 - 4 GHz, Kaby Lake Refresh | Intel UHD Graphics 620 | 16 MB , DDR4 SDRAM, single channel | Samsung SSD 970 EVO 250GB , 250 GB , 235 GB free",,,,,,,,,,,,,
31,Laptop for office and video calls with long battery life,412221,"HP HP ProBook 440 G9 (9H215PT) | $980 | Intel Core i7-1255U (12th Gen) 4.7 Ghz | Intel Iris Xe 16 GB | 16 GB, DDR4-3200, 3200 MT/s MHz, 1 Slots | SSD: 512 GB, M.2/Optane",,335960,"HP HP ProBook 440 G9-5Y3Z3EA | $1100 | Intel Core i7-1255U 10c/12t 10 x 1.2 - 4.7 GHz, 51 W PL2 / Short Burst, 24 W PL1 / Sustained, Alder Lake-U | Intel Iris Xe Graphics G7 96EUs | 16 GB , DDR4-3200, Single-Channel | Samsung PM991 MZVLQ512HBLU, 512 GB",,412304,"HP HP ProBook 440 G11 (A6VT4PA) | $1050 | Intel Core Ultra 7 - 155H 4.8 Ghz | Intel Arc 16 GB | 16 GB, DDR5-5600, 5600 MT/s MHz, 1 Slots | SSD: 1 TB",,337025,"LG LG Gram 17 (2023) | $2205 | Intel Core i7-1360P 12c/16t, 4 x 5.0 GHz Intel Golden Cove P-Core, 8 x 3.7 GHz Intel Gracemont E-Core, 43 W PL2 / Short Burst, 26 W PL1 / Sustained, Raptor Lake-P | Intel Iris Xe Graphics G7 96EUs , Core: 1400 MHz, dual-channel, 31.0.101.3688 | 16 GB , LPDDR5-5200, dual-channel mode, onboard, no memory slots | Samsung PM9A1 MZVL21T0HCLR , 1024 GB , PCIe 4, M.2-2280, 866 GB free",,412153,"HP HP ProBook 440 G10 (B10M8AT) | $730 | Intel Core i5-1334U (13th Gen) 4.6 Ghz | Intel Iris Xe 16 GB | 16 GB, DDR4-3200, 3200 MT/s MHz, 1 Slots | SSD: 512 GB",
32,Laptop under 700 USD for basic student work,358572,"HP HP Omnibook 5 16-af1037nr | $660 | Intel Core Ultra 7 255U 12c/14t, 2 x 5.2 GHz Intel Redwood Cove P-Core, 8 x 4.2 GHz Intel Skymont E-Core, 2 x 2.4 GHz Intel Crestmont E-Core, 58 W PL2 / Short Burst, 25 W PL1 / Sustained, Arrow Lake-U | Intel Graphics 4-Core iGPU (Meteor / Arrow Lake) , Core: 2100 MHz | 16 GB , LPDDR5, Dual-Channel, 3724 MHz, 80-68-68-160 | SK hynix BC901 HFS001TEJ4X164N , 1024 GB , NVMe-SSD, one M.2 2280 slot (in use)",,418570,"Lenovo Lenovo Ideapad 5 Pro 16ARH7 (82SN00F0IN) | $680 | AMD Octa Core Ryzen 7 - 6800HS 3.1 Ghz | NVIDIA GeForce RTX 3050 16 GB | 16 GB, LPDDR5-6400, 6400 MT/s MHz, 1 Slots | SSD: 512 GB, M.2/Optane",,412132,"Lenovo Lenovo ThinkPad E16 (21M5S05H00) | $680 | AMD Octa-Core Ryzen 7 - 7735U 2.7 Ghz | AMD Radeon 680M 16 GB | 16 GB, DDR5-4800, 4800 MT/s MHz, 1 Slots | SSD: 512 GB, M.2",,411867,"HP HP Victus 15-FA1400TX (AM1S6PA) | $675 | Intel Core i5 - 12450H (12th Gen) 4.4 Ghz | NVIDIA GeForce RTX 3050 16 GB | 16 GB, DDR4-3200, 3200 MT/s MHz, 1 Slots | SSD: 512 GB, M.2",,411493,"Lenovo Lenovo IdeaPad Slim 5 13ARP10 (83J2003NIN) | $640 | AMD Octa Core Ryzen 7 - 7735HS 4.7 Ghz AMD SoC Platform | AMD Radeon 680M 16 GB | 16 GB, LPDDR5X-6400, 6400 MT/s MHz, 1 Slots | SSD: 512 GB, M.2",
33,Laptop between 1000 and 1800 USD for creative professionals,413846,"Asus Asus ProArt Studiobook Pro 16 OLED H7600ZW-L911WS | $1800 | Intel Core i9-12900H 2.5 Ghz | NVIDIA GeForce RTX 3070 Ti 32 GB | 32 GB, DDR5, 2 Slots | SSD: 1 TB",,418033,"Lenovo Lenovo Legion 7i 16IRX9 (83FD0010IN) | $1800 | Intel Core i7-14700HX (14th Gen) 5.5 Ghz | NVIDIA GeForce RTX 4070 32 GB | 32 GB, DDR5-5600, 5600 MT/s MHz, 1 Slots | SSD: 1 TB, M.2",,418378,"Lenovo Lenovo Legion 7i (83FD000YIN) | $1730 | Intel Core i9-14900HX (14th Gen) 5.8 Ghz | NVIDIA GeForce RTX 4060 16 GB | 16 GB, DDR5-5600, 5600 MT/s MHz, 2 Slots | SSD: 1 TB, M.2",,349127,"Asus Asus ExpertBook P5 P5405-NZ0102X | $1740 | Intel Core Ultra 7 258V 8c/8t, 4 x 4.8 GHz Intel Lion Cove P-Core, 4 x 3.7 GHz Intel Skymont E-Core, 37 W PL2 / Short Burst, 32 W PL1 / Sustained, Lunar Lake | Intel Arc Graphics 140V | 32 GB , LPDDR5X-8533, on-board | Western Digital PC SN5000S SDEQNSJ-1T00 , 1024 GB , M.2 2280, PCIe NVMe | 2nd SSD: Western Digital PC SN5000S SDEQNSJ-1T00-1002, 1 TB, PCIe NVMe, 1811 GB free",,320680,"Lenovo Lenovo IdeaPad Slim 9i 14ITL5 | $1750 | Intel Core i7-1165G7 4c/8t 4 x 2.8 - 4.7 GHz, 40 W PL2 / Short Burst, 28 W PL1 / Sustained, Tiger Lake-UP3 | Intel Iris Xe Graphics G7 96EUs , Core: 400 MHz, RAM: 1600 MHz, 12 W TDP, DDR4, 27.20.100.8853 | 16 GB , LPDDR4X 4266 MHz, Dual-Channel, soldered | WDC PC SN730 SDBPNTY-512G , 512 GB",
34,Laptop with a 15 inch or larger display for productivity,308873,"Schenker Schenker Work 15 | $1390 | Intel Core i7-8750H 6c/12t 6 x 2.2 - 4.1 GHz, Coffee Lake-H | Intel UHD Graphics 630 , Core: 1100 MHz, 25.20.100.6519 | 16 GB , DDR4-2666, dual-channel, 2 SO-DIMM slots, both occupied, max. 32 GB | Samsung SSD 970 EVO Plus 500GB , 500 GB , 438 GB free",,317205,"Dell Dell Latitude 9510 2-in-1 | $2300 | Intel Core i7-10810U 6c/12t 6 x 1.1 - 4.9 GHz, Comet Lake-U | Intel UHD Graphics 620 , Core: 300 MHz, RAM: 1064 MHz, LPDDR3, 26.20.100.8141 | 16 GB , Soldered, 1333.3 MHz, 16-20-20-45, Dual-Channel | Toshiba KBG40ZNS512G NVMe, 512 GB",,328957,"Lenovo Lenovo ThinkPad P15v G2 21A9000XGE | $2090 | Intel Core i7-11800H 8c/16t 8 x 2.3 - 4.6 GHz, 109 W PL2 / Short Burst, 45 W PL1 / Sustained, Tiger Lake-H | NVIDIA T1200 Laptop GPU - 4 GB VRAM, Core: 1425 MHz, RAM: 1250 MHz, 40 W TDP, Optimus | 16 GB , DDR4-3200, 2x SO-DIMM | Toshiba XG6 KXG6AZNV512G , 512 GB , 443 GB free",,411397,"Lenovo Lenovo ThinkPad P14s Gen 4 (21HFS06X00) | $1110 | Intel Core i7-1360P (13th Gen) 3.4 Ghz | Intel UHD 16 GB | 16 GB, DDR5-5600, 5600 MT/s MHz, 1 Slots | SSD: 1 TB, M.2",,418691,"Lenovo Lenovo ThinkBook 15 (21DJA04PIH) | $910 | Intel Core i7-1255U (12th Gen) 1.7 Ghz | Intel Iris Xe 16 GB | 16 GB, DDR4-3200, 3200 MT/s MHz, 2 Slots | SSD: 1 TB",
35,Laptop below 2 kg with at least 8 GB RAM,352248,"Thinkeagle Thinkeagle VigoBook G7 | $500 | AMD Ryzen 7 5700U 8c/16t 8 x 1.8 - 4.3 GHz, 13 W PL2 / Short Burst, 10 W PL1 / Sustained, Lucienne-U (Zen 2) | AMD Radeon RX Vega 8 (Ryzen 4000/5000) - 512 MB VRAM, RAM: 1600 MHz, DDR4, 31.0.21029.1006 | 16 GB , DDR4-3200, Single-Channel | SSD: 512 GB, M.2/Optane",,417314,"MSI MSI GS65 8SE-206IN | $1850 | Intel Core i7-8750H (8th Gen) 2.2 Ghz Intel HM370 Express | NVIDIA GeForce RTX 2060 16 GB | 16 GB, DDR4-2400, 2400 MT/s MHz, 1 Slots | SSD: 512 GB",,322593,"LG LG Gram 16 (2021) | $1510 | Intel Core i7-1165G7 4c/8t 4 x 2.8 - 4.7 GHz, 60 W PL2 / Short Burst, 30 W PL1 / Sustained, Tiger Lake-UP3 | Intel Iris Xe Graphics G7 96EUs - 1600 MB VRAM, Core: 1300 MHz, dual-channel mode, 27.20.100.9466 | 16 GB , LPDDR4X 4266, dual-channel mode, on-board, no memory slots | SK Hynix PC601 1TB HFS001TD9TNG , 1024 GB , 2 M.2-2280 slots (NVMe), 883 GB free",,339011,"LG LG Gram SuperSlim (2023) | $2435 | Intel Core i7-1360P 12c/16t, 4 x 5.0 GHz Intel Golden Cove P-Core, 8 x 3.7 GHz Intel Gracemont E-Core, 43 W PL2 / Short Burst, 26 W PL1 / Sustained, Raptor Lake-P | Intel Iris Xe Graphics G7 96EUs , Core: 1500 MHz, Dual-channel, 31.0.101.4032 | 16 GB , LPDDR5-6000, Dual-channel, onboard, no memory slots | SK hynix PC801 HFS001TEJ9X101N , 1024 GB , PCIe 4, M.2-2280, two slots, 881 GB free",,337025,"LG LG Gram 17 (2023) | $2205 | Intel Core i7-1360P 12c/16t, 4 x 5.0 GHz Intel Golden Cove P-Core, 8 x 3.7 GHz Intel Gracemont E-Core, 43 W PL2 / Short Burst, 26 W PL1 / Sustained, Raptor Lake-P | Intel Iris Xe Graphics G7 96EUs , Core: 1400 MHz, dual-channel, 31.0.101.3688 | 16 GB , LPDDR5-5200, dual-channel mode, onboard, no memory slots | Samsung PM9A1 MZVL21T0HCLR , 1024 GB , PCIe 4, M.2-2280, 866 GB free",
36,Gaming laptop with a high refresh rate display and dedicated GPU,412884,"Asus Asus TUF Gaming F15 FX577ZC-HN192W | $860 | Intel Core i7-12700H (12th Gen) 2.3 Ghz | NVIDIA GeForce RTX 3050 16 GB | 16 GB, DDR4-3200, 3200 MT/s MHz, 1 Slots | SSD: 1 TB, M.2",,415857,"Asus Asus TUF Gaming F15 FX566HE-HN048T | $1230 | Intel Core i7-11800H (11th Gen) 2.3 Ghz | NVIDIA GeForce RTX 3050 Ti 16 GB | 16 GB, DDR4, 1 Slots | SSD: 1 TB",,411215,"Asus Asus TUF Gaming FX506HCB-HN225T | $965 | Intel Core i7-11800H (11th Gen) 4.7 Ghz | NVIDIA GeForce RTX 3050 16 GB | DDR4-3200, 3200 MT/s MHz, 1 Slots | SSD: 1 TB",,417360,"Asus Asus ROG Strix G15 G513RM-HF274WS | $1515 | AMD Octa Core Ryzen 7-6800H 3.3 Ghz | NVIDIA GeForce RTX 3060 16 GB | 16 GB, DDR5, 2 Slots | SSD: 1 TB, M.2",,416046,"Asus Asus TUF Gaming F15 FX577ZM-HQ067WS | $1000 | Intel Core i7-12700H (12th Gen) 4.7 Ghz | NVIDIA GeForce RTX 3060 16 GB | DDR4-1752, 1752 MT/s MHz, 1 Slots | SSD: 1 TB",
37,Laptop for machine learning experiments with NVIDIA graphics,308221,"Lenovo Lenovo ThinkPad E490-20N90004GE | $1300 | Intel Core i7-8565U 4c/8t 4 x 1.8 - 4.6 GHz ( Intel Core i7 ) | AMD Radeon RX 550X (Laptop) - 2048 MB VRAM, Core: 1176 MHz, RAM: 1500 MHz, GDDR5, Adrenalin 17.12 | 16 GB , DDR4-2400, Single-Channel, 2 Slots, up to 64 GB | Toshiba KBG30ZMT512G, 512 GB , 439 GB free",,308518,"Lenovo Lenovo IdeaPad 330-17IKB 81DM | $900 | Intel Core i7-8550U 4c/8t 4 x 1.8 - 4 GHz, Kaby Lake Refresh | NVIDIA GeForce MX150 - 2048 MB VRAM, Core: 1468 MHz, RAM: 6008 MHz, GDDR5, 388.75, Optimus | 16 GB , DDR4-2666, 10-10-10-28, Single-channel | WDC Blue WD10SPZX-24Z10T0, 1000 GB , 5400 rpm",,415012,"Lenovo Lenovo Ideapad 520-15IKB (80YL00PPIN) | $860 | Intel Core i7-7500U (7th Gen) 2.7 Ghz | NVIDIA GeForce GT 940MX 16 GB | 16 GB, DDR4-2133, 2133 MT/s MHz, 1 Slots | HDD: 2 TB, 5400 RPM, SATA",,327328,"Lenovo Lenovo ThinkBook 15p G2 ITH 21B1000YGE | $2055 | Intel Core i7-11800H 8c/16t 8 x 2.3 - 4.6 GHz, 90 W PL2 / Short Burst, 55 W PL1 / Sustained, Tiger Lake-H | NVIDIA GeForce RTX 3050 Ti Laptop GPU - 4 GB VRAM, Core: 1035 MHz, RAM: 1375 MHz, 50 W TDP | 32 GB | Samsung PM9A1 MZVL21T0HCLR , 1024 GB , 877 GB free",,416891,"Dell Dell G7 15 15 7500 (D560233WIN9B) | $1050 | Intel Core i9-10885H (10th Gen) 2.4 Ghz | NVIDIA GeForce RTX 2070 16 GB | 16 GB, DDR4-2933, 2933 MT/s MHz, 2 Slots | SSD: 1 TB",
38,Quiet lightweight business laptop with an SSD,415799,"Lenovo Lenovo Thinkpad E14 (20TAS08J00) | $1300 | Intel Core i7-1165G7 (11th Gen) | Intel Iris Xe 16 GB | 16 GB, DDR4-3200, 3200 MT/s MHz, 1 Slots | SSD: 512 GB",,417659,"Lenovo Lenovo Thinkpad E14 (21E3S05800) | $910 | Intel Core i7-1255UG4 (12th Gen) 1.7 Ghz | Intel Iris Xe 16 GB | 16 GB, DDR4-3200, 3200 MT/s MHz, 2 Slots | SSD: 1 TB, M.2/Optane",,414033,"Lenovo Lenovo Ideapad Slim 3i 15ITL6 (82H803B6IN) | $600 | Intel Core i7-1165G7 (11th Gen) 2.8 Ghz | Intel Iris Xe 16 GB | 16 GB, DDR4-3200, 3200 MT/s MHz, 2 Slots | SSD: 512 GB, M.2/Optane",,418053,"Lenovo Lenovo IdeaPad Slim 3 15IAU7 (82RK011EIN) | $600 | Intel Core i7-1255U (12th Gen) 1.7 Ghz | Intel Iris Xe 16 GB | 16 GB, DDR4-3200, 3200 MT/s MHz, 2 Slots | SSD: 512 GB",,415217,"Lenovo Lenovo Ideapad Slim 3i (82RK011GIN) | $810 | Intel Core i7-1255U (12th Gen) 3.4 Ghz | Intel Iris Xe 16 GB | 16 GB, DDR4-3200, 3200 MT/s MHz, 2 Slots | SSD: 512 GB, M.2",
39,Laptop with strong battery life and a comfortable keyboard for university,348491,"Lenovo Lenovo ThinkPad L16 Gen 1 21L70010GE | $1450 | AMD Ryzen 7 PRO 7735U 8c/16t 8 x 2.7 - 4.8 GHz, 40 W PL2 / Short Burst, 31 W PL1 / Sustained, Rembrandt-U Refresh | AMD Radeon 680M , Core: 2400 MHz, iGPU | 32 GB , DDR5-4800, 2x SO-DIMM, 2x 16 GB, Dual-Channel | SK Hynix HFS001TEJ9X164N , 1024 GB",,354911,"Lenovo Lenovo ThinkPad E16 G3-21SSS00F00 | $1045 | Intel Core Ultra 5 225U 12c/14t, 2 x 4.8 GHz Intel Redwood Cove P-Core, 8 x 3.8 GHz Intel Skymont E-Core, 2 x 2.4 GHz Intel Crestmont E-Core, 52 W PL2 / Short Burst, 35 W PL1 / Sustained, Arrow Lake-U | Intel Graphics 4-Core iGPU (Meteor / Arrow Lake) , Core: 1350 MHz, 32.0.101.6452 | 16 GB , DDR5-5600, Single-Channel, 2 slots, max. 128 GB | SK Hynix PVC10 HFS001TEM4X169N , 1024 GB , 895 GB free",,338015,"Dell Dell Latitude 3440 | $1100 | Intel Core i5-1345U 10c/12t 10 x 1.2 - 4.7 GHz, 32 W PL2 / Short Burst, 18 W PL1 / Sustained, Raptor Lake-U | Intel Iris Xe Graphics G7 80EUs , Core: 1200 MHz, DDR4, 31.0.101.4255 | 16 GB , SK Hynix, DDR4-3200, Dual-Channel, 2x SODIMM, 19-19-19-43 | Samsung PM9A1 MZVL2512HCJQ , 512 GB",,417215,"Acer Acer ALG AL15G- 52 (UN.34CSI.005) | $660 | Intel Core i5-12450H (12th Gen) 3.3 Ghz | NVIDIA GeForce RTX 3050 16 GB | 16 GB, DDR4, 1 Slots | SSD: 1 TB, M.2",,418042,"Acer Acer ALG AL15G-52 (UN.34CSI.004) | $620 | Intel Core i5-12450H (12th Gen) 4.4 Ghz | NVIDIA GeForce RTX 3050 16 GB | 16 GB, DDR4, 1 Slots | SSD: 512 GB, M.2",
