query_number,index,query,precision_at_1,precision_at_3,precision_at_5,recall_at_5,ndcg_at_5,mrr,average_precision_at_5,success_at_5,candidate_recall_at_20,latency_ms,retrieval_latency_ms,returned_laptop_ids
39,ivf_pq,Laptop with strong battery life and a comfortable keyboard for university,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,28.688,23.843,354911 351422 324900 323722 418042
40,ivf_pq,"Laptop with RTX graphics, 32 GB RAM, and at least 1 TB storage",0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,143.423,138.077,324106 413846 336266 338600 313301
1,hnsw,Gaming laptop under 1500 USD with at least 16 GB RAM and RTX graphics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,133.215,126.885,414122 415533 411485 415062 414494
2,hnsw,Affordable gaming laptop with a dedicated GPU and 512 GB SSD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,148.401,142.265,411439 418259 411197 418832 415779
3,hnsw,Laptop for university programming with 16 GB RAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,121.158,115.328,355798 322105 325229 417862 415012
4,hnsw,Lightweight student laptop under 2 kg with long battery life,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,155.899,144.567,337025 339011 322593 411493 351220
5,hnsw,Business laptop with a comfortable keyboard under 1200 USD,0.0,0.0,0.2,0.06666666666666667,0.131205,0.2,0.04,True,0.06666666666666667,174.944,162.541,338015 355150 335960 352384 354911
6,hnsw,Portable professional laptop with a bright display and good battery life,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,113.912,107.273,416731 417145 343246 418042 417215
7,hnsw,Programming laptop with a powerful CPU and at least 512 GB storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,140.269,134.678,330842 412221 326576 411761 415173
8,hnsw,Laptop for video editing with a dedicated NVIDIA GPU and 32 GB RAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,131.179,126.18,329688 413846 338600 418428 417145
9,hnsw,Creative work laptop with a high resolution display and fast SSD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,138.796,133.416,314867 416065 418413 415195 312868
10,hnsw,Workstation laptop with RTX graphics and at least 32 GB RAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,113.292,108.287,413846 318572 338600 341406 312868
11,hnsw,Windows laptop under 1000 USD with 16 GB RAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,77.662,72.448,415209 295738 412516 323446 326523
12,hnsw,Laptop between 800 and 1400 USD with SSD storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,115.149,108.588,418178 415799 418413 418821 415197
13,hnsw,Laptop below 900 USD for office work,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,84.469,78.653,345841 417110 351422 296244 308518
14,hnsw,Laptop above 1500 USD with a powerful processor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,94.573,89.38,323093 331646 317510 303746 322105
15,hnsw,Dell laptop for business use with a comfortable keyboard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.13333333333333333,124.84,119.862,338015 316974 413742 311303 418821
16,hnsw,Lenovo laptop for programming with at least 16 GB RAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,124.95,120.125,415197 415842 418344 359424 412583
17,hnsw,HP laptop for students with a lightweight design,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,113.585,108.859,330842 358572 319160 412221 357962
18,hnsw,Asus gaming laptop with RTX graphics under 2000 USD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.06666666666666667,106.954,102.553,415515 411764 418474 415906 415847
19,hnsw,Acer laptop with at least 512 GB storage and Windows,0.0,0.3333333333333333,0.2,0.06666666666666667,0.213986,0.5,0.1,True,0.06666666666666667,108.691,104.197,314867 340266 413407 302621 345203
20,hnsw,Laptop without RTX graphics for quiet office work,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,108.949,104.311,351210 351422 313280 358970 309415
21,hnsw,Laptop that must have 32 GB RAM for software development,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,139.729,135.213,354238 350048 413550 414546 417811
22,hnsw,Laptop required to have an SSD and Windows operating system,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,99.337,94.118,417862 412516 418888 415620 317035
23,hnsw,Only lightweight laptops under 1.8 kg for travel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,404.679,399.643,339011 321545 337025 322593 411214
24,hnsw,Laptop with at least 1 TB storage for media files,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,75.958,71.357,347057 349740 413056 324118 316683
25,hnsw,Laptop with at least 16 GB RAM and a comfortable keyboard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,77.724,72.491,358790 350249 352487 327510 338015
26,hnsw,Portable laptop under 1200 USD with a good display,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,80.347,75.252,418888 352639 415124 412516 352384
27,hnsw,Gaming laptop with RTX 4060 and 16 GB RAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.13333333333333333,145.186,140.475,340267 336176 412130 412129 414474
28,hnsw,Laptop with GTX graphics and at least 512 GB storage,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,103.777,98.934,412053 416065 418821 418973 418259
29,hnsw,Business laptop under 1500 USD that is not Dell,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,95.981,90.92,331228 411797 313972 358970 416976
30,hnsw,Linux laptop for programming with at least 16 GB RAM,1.0,0.3333333333333333,0.2,0.06666666666666667,0.33916,1.0,0.2,True,0.06666666666666667,24.914,21.111,306211
31,hnsw,Laptop for office and video calls with long battery life,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,39.865,36.04,412221 335960 412304 337025 412153
32,hnsw,Laptop under 700 USD for basic student work,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,70.088,64.981,358572 418570 412132 411867 411493
33,hnsw,Laptop between 1000 and 1800 USD for creative professionals,1.0,0.3333333333333333,0.2,0.06666666666666667,0.33916,1.0,0.2,True,0.06666666666666667,78.793,73.56,413846 418033 418378 349127 320680
34,hnsw,Laptop with a 15 inch or larger display for productivity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,146.959,142.393,308873 317205 328957 418772 417270
35,hnsw,Laptop below 2 kg with at least 8 GB RAM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,109.744,104.611,352248 417314 322593 339011 337025
36,hnsw,Gaming laptop with a high refresh rate display and dedicated GPU,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,56.901,52.596,412884 415857 411215 417360 416046
37,hnsw,Laptop for machine learning experiments with NVIDIA graphics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,55.897,51.796,308221 308518 415012 327328 416891
38,hnsw,Quiet lightweight business laptop with an SSD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,117.736,112.597,415799 417659 414033 418053 415217
39,hnsw,Laptop with strong battery life and a comfortable keyboard for university,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,33.657,29.623,348491 354911 338015 417215 418042
40,hnsw,"Laptop with RTX graphics, 32 GB RAM, and at least 1 TB storage",0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0.0,134.215,129.212,413846 338600 324106 313301 336266
